epoch;acc;loss;val_acc;val_loss
0;0.7910000050067901;3.267154946923256;0.4952279928506748;8.047270010410159
1;0.7945000016689301;3.276160214543343;0.4973488881757378;8.013457873719622
2;0.7950000017881393;3.268189024925233;0.49840933495336476;7.996551851831843
3;0.8015000009536744;3.164563522338868;0.4962884435471649;8.03036395881487
4;0.793000003695488;3.3000738000869756;0.5015906680173864;7.9458337950175535
5;0.7959999984502792;3.252246621847153;0.5026511183978392;7.928927738365667
6;0.8010000014305114;3.172534714341165;0.5005302261067347;7.962739802999689
7;0.7860000014305115;3.4116705048084257;0.4945887467819891;8.057461142152935
8;0.7975000029802323;3.2283330768346787;0.49522799727519773;8.047269975013975
9;0.7915000009536743;3.3239873766899115;0.4962884480348953;8.030363865899888
10;0.7995000046491623;3.196448283195496;0.5015906704824777;7.945833766574192
11;0.7899999994039536;3.3479009771347057;0.5037115596132087;7.912021696883572
12;0.7914999997615815;3.3239873820543293;0.49946977730646874;7.979645864708173
13;0.7925000035762787;3.3080450063943867;0.48992577122478953;8.13180007813212
14;0.8020000010728836;3.156592339873314;0.499469776674394;7.979645900104357
15;0.7865000021457672;3.40369930446148;0.5010822528884524;7.953939211962027
16;0.7975000017881393;3.2283330768346787;0.5005302245265479;7.962739802999689
17;0.7925000029802323;3.3080449932813654;0.4867444296909668;8.182518234182137
18;0.8050000029802322;3.1087651884555823;0.5143160147479837;7.742961443873757
19;0.7825;3.4674688601493835;0.49522799664312306;8.047269985127171
20;0.8005000007152557;3.180505923032761;0.5005302245265479;7.962739823226079
21;0.7989999979734421;3.2044194924831393;0.489925770087055;8.131800094566062
22;0.7945000010728837;3.276160222887993;0.49946977768571355;7.979645847642156
23;0.7875000035762787;3.3877569192647945;0.5000000029028236;7.97119277302837
24;0.7960000026226044;3.2522466570138935;0.501590670798515;7.945833766574192
25;0.7975000035762787;3.228333077430726;0.5005302261067347;7.962739782773298
26;0.7920000004768372;3.3160161787271507;0.4931071070067324;8.081082061138538
